100,162,223,270
100,163,223,268
100,164,222,266
100,165,222,265
100,166,222,263
100,167,221,261
100,168,221,259
100,169,220,258
100,170,220,256
100,171,220,254
100,172,219,253
100,173,219,251
100,174,219,249
100,175,219,247
100,176,219,246
100,177,219,244
100,178,219,242
100,179,219,240
100,180,219,239
100,181,219,237
100,182,219,235
100,183,219,233
100,184,219,232
100,185,219,230
100,186,219,228
100,187,219,226
100,188,219,225
100,189,220,223
100,190,220,221
100,191,220,220
100,192,221,218
100,193,221,216
100,194,221,214
100,195,222,213
100,196,222,211
100,197,223,209
100,198,223,208
100,199,224,206
100,200,224,204
100,201,225,203
100,202,226,201
100,203,226,200
100,204,227,198
100,205,228,196
100,206,229,195
100,207,229,193
100,208,230,192
100,209,231,190
100,210,232,189
100,211,233,187
100,212,234,186
100,213,235,184
100,214,235,183
100,215,236,181
100,216,237,180
100,217,239,178
100,218,240,177
100,219,241,176
100,220,242,174
100,221,243,173
100,222,244,172
100,223,245,170
100,224,246,169
100,225,248,168
100,226,249,167
100,227,250,166
100,228,251,164
100,229,253,163
100,230,254,162
100,231,255,161
100,232,257,160
100,233,258,159
100,234,260,158
100,235,261,157
100,236,262,156
100,237,264,155
100,238,265,154
100,239,267,153
100,240,268,152
100,241,270,151
100,242,271,150
100,243,273,149
100,244,274,149
100,245,276,148
100,246,278,147
100,247,279,147
100,248,281,146
100,249,282,145
100,250,284,145
100,251,286,144
100,252,287,143
100,253,289,143
100,254,291,142
100,255,292,142
100,256,294,142
100,257,296,141
100,258,297,141
100,259,299,140
100,260,301,140
100,261,303,140
100,262,304,140
100,263,306,139
100,264,308,139
100,265,310,139
100,266,311,139
100,267,313,139
100,268,315,139
100,269,317,139
100,270,318,139
100,271,320,139
100,272,322,139
100,273,323,139
100,274,325,139
100,275,327,139
100,276,329,139
100,277,330,139
100,278,332,139
100,279,334,140
100,280,336,140
100,281,337,140
100,282,339,141
100,283,341,141
100,284,342,141
100,285,344,142
100,286,346,142
100,287,347,143
100,288,349,143
100,289,351,144
100,290,352,144
100,291,354,145
100,292,356,146
100,293,357,146
100,294,359,147
100,295,361,148
100,296,362,149
100,297,364,149
100,298,365,150
100,299,367,151
100,300,368,152
100,301,370,153
100,302,371,154
100,303,373,154
100,304,374,155
100,305,376,156
100,306,377,157
100,307,378,158
100,308,380,160
100,309,381,161
100,310,383,162
100,311,384,163
100,312,385,164
100,313,386,165
100,314,388,166
100,315,389,168
100,316,390,169
100,317,391,170
100,318,393,171
100,319,394,173
100,320,395,174
100,321,396,175
100,322,397,177
100,323,398,178
100,324,399,179
100,325,400,181
100,326,401,182
100,327,402,184
100,328,403,185
100,329,404,187
100,330,405,188
100,331,406,190
100,332,407,191
100,333,407,193
100,334,408,194
100,335,409,196
100,336,410,198
100,337,410,199
100,338,411,201
100,339,412,202
100,340,412,204
100,341,413,206
100,342,414,207
100,343,414,209
100,344,415,211
100,345,415,212
100,346,415,214
100,347,416,216
100,348,416,217
100,349,417,219
100,350,417,221
100,351,417,223
100,352,418,224
100,353,418,226
100,354,418,228
100,355,418,229
100,356,418,231
100,357,418,233
100,358,418,235
